-176.42010812403808, -209.82127477522036, 14.174562875067807
-174.5520647201019, -214.49893160338854, 14.678310417219404
-172.4577040035419, -219.08739694102218, 15.182730835539575
-170.19293287268368, -223.5948553074743, 15.687196666945294
-167.80494424799855, -228.0208511880058, 16.19012072814694
-165.2973824970957, -232.42579249393958, 16.696995394403064
-162.71566176878775, -236.78335271107898, 17.203493817864718
-160.09663990856458, -241.08110060152367, 17.706784175343547
-157.44400314608885, -245.3591776773042, 18.210157639216135
-154.78444077850867, -249.62162011506325, 18.71256871075366
-152.12564262056648, -253.91152093998434, 19.05359463612133
-149.518200950704, -258.22207255388673, 18.853760944604836
-147.01049621249774, -262.5928744093031, 18.65387010107928
-144.74868275543594, -267.10024826103654, 19.017228089783718
-142.77777656788777, -271.72989651518225, 19.31066432061153
-141.05756540375353, -276.47123040765837, 19.069368900867875
-139.57307188878377, -281.2823297660829, 18.82850034504156
-138.3021856804898, -286.16873828859445, 18.586962029683164
-137.23803559812444, -291.1090516877579, 18.345202958324776
-136.37907064437692, -296.06731359760977, 18.10447385930426
-135.7165750241809, -301.06954093957944, 17.863085138504225
-135.25361807117307, -306.10587950968517, 17.62113798837739
-134.99699348408637, -311.1472688215161, 17.379651882584753
-134.95349496165386, -316.1646483886615, 17.139616244259578
-135.13561951251475, -321.2255710644448, 16.89734703619916
-135.559800882642, -326.257299222647, 16.65577387023129
-136.24799074122168, -331.2611869664413, 16.414127809202018
-137.22275789820844, -336.1955714309793, 16.173490928158884
-138.5285356437322, -341.0824214139185, 15.931476417356974
-140.19769693841204, -345.8441710159838, 15.690042402857829
-142.27560236288252, -350.4288922987533, 15.449168794602024
-144.7106736270706, -354.83134805124587, 15.95229876638996
-147.2108600949221, -359.2286763295175, 16.45813956379623
-149.72061369194608, -363.5962092003282, 16.96186799178917
-152.2420610601361, -367.95778237895047, 17.46566381040916
-154.77698056945405, -372.3371236090302, 17.971672181801743
-157.29261878700567, -376.69911121839596, 18.475213502255368
-159.7821680266277, -381.0536058517921, 18.976806229725785
-162.25534806230343, -385.4400367949495, 19.48036852092641
-164.71258211696937, -389.88346142240493, 19.98813031863264
-167.1215470337309, -394.3499721121377, 20.495605528318347
-169.47508307273517, -398.8499394437333, 21.00343652589249
