-176.42010812403808, -209.82127477522036, 14.174562875067807
-154.78444077850867, -249.62162011506325, 18.71256871075366
-137.23803559812444, -291.1090516877579, 18.345202958324776
-137.22275789820844, -336.1955714309793, 16.173490928158884
-157.29261878700567, -376.69911121839596, 18.475213502255368
-178.05715443767969, -417.0734141094266, 20.325176437775173
-190.5264567540915, -460.8698970007215, 22.222222
-198.34143203527168, -506.3061060911174, 22.222222
-204.47397663074904, -551.9137605158003, 20.812686908861497
-209.07042104791856, -598.0600431579365, 18.504155192348247
-210.87152969339994, -644.0476234124993, 16.212396424368745
-201.56797079017272, -688.3116611633956, 13.948482162637985
-170.37082700301374, -718.8586124014532, 11.690131987466229
-128.3413987570226, -707.199354402655, 12.422862152355428
-112.5736259193009, -666.4720360492984, 14.80053150380331
-118.3615965490591, -621.2314325507975, 18.279351456778926
-126.98648637285717, -576.4524119788347, 16.084021216808125
-126.8147612229339, -531.193066425808, 13.896768344043076
-117.03763205430712, -486.8187426298489, 11.70476801681207
-85.38406579946505, -457.28158918983814, 13.100051159892356
-42.519036527077986, -464.77472394687493, 11.771113516302687
-31.74252841833487, -507.53115297690863, 16.024940495587572
-37.06467304689818, -552.7400111475212, 18.870078859594898
-33.703634370230134, -597.7409911169817, 19.145756727158272
-10.513552736686904, -636.9770113018976, 22.222222
23.964495102747435, -666.8436131669935, 22.222222
65.30018269487135, -686.1535686043304, 22.222222
110.74519868782761, -690.5850892888184, 22.222222
154.51266381194142, -677.4394623440303, 22.222222
193.6075000679213, -653.8997385982414, 22.222222
231.41166799722498, -627.1429769648935, 22.222222
271.06251052677305, -604.2454682816751, 22.222222
315.7163593152808, -592.8743635672538, 22.222222
